psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
179_1_1,0,0,0,1,0,0,0,0,0,0
153_1_2,0,0,0,0,1,0,0,0,0,0
674_7_6,0,0,1,0,0,0,0,0,0,0
241_5_1,0,0,1,0,0,0,0,0,0,0
638_2_2,0,0,0,0,0,0,0,0,1,0
418_9_1,0,1,0,0,0,0,0,0,0,0
40_3_1,0,0,1,0,0,0,0,0,0,0
425_6_1,0,0,0,1,0,0,0,0,0,0
179_7_2,0,0,0,0,0,0,1,0,0,0
413_3_1,0,0,0,0,1,0,0,0,0,0
456_1_1,0,0,0,0,0,1,0,0,0,0
440_3_1,0,0,0,0,0,1,0,0,0,0
674_5_2,0,0,0,1,0,0,0,0,0,0
690_7_1,0,0,0,0,1,0,0,0,0,0
496_6_1,0,0,0,0,0,0,1,0,0,0
613_5_1,0,0,0,1,0,0,0,0,0,0
781_8_1,0,0,1,0,0,0,0,0,0,0
834_9_1,0,0,0,0,1,0,0,0,0,0
454_2_1,0,0,1,0,0,0,0,0,0,0
86_5_1,0,0,0,1,0,0,0,0,0,0
610_9_2,0,1,0,0,0,0,0,0,0,0
560_2_1,0,0,0,1,0,0,0,0,0,0
548_1_1,0,0,0,0,1,0,0,0,0,0
307_9_1,0,0,0,0,0,1,0,0,0,0
485_2_1,0,1,0,0,0,0,0,0,0,0
41_8_1,0,0,0,0,1,0,0,0,0,0
443_4_1,0,0,0,0,0,1,0,0,0,0
745_8_1,0,0,1,0,0,0,0,0,0,0
273_2_1,0,0,0,1,0,0,0,0,0,0
404_4_2,0,0,0,0,0,0,1,0,0,0
553_7_1,0,0,0,1,0,0,0,0,0,0
721_5_2,0,0,0,0,0,0,0,1,0,0
364_8_1,0,0,1,0,0,0,0,0,0,0
566_9_1,0,0,1,0,0,0,0,0,0,0
747_6_3,0,0,0,0,1,0,0,0,0,0
210_5_3,0,0,0,0,0,0,0,1,0,0
44_9_1,0,0,0,1,0,0,0,0,0,0
546_5_1,0,0,1,0,0,0,0,0,0,0
204_4_1,0,0,0,1,0,0,0,0,0,0
545_4_1,1,0,0,0,0,0,0,0,0,0
352_6_1,0,0,0,0,0,0,0,1,0,0
476_8_2,0,0,0,0,1,0,0,0,0,0
109_10_1,0,0,0,0,0,0,1,0,0,0
591_11_1,1,0,0,0,0,0,0,0,0,0
522_4_1,0,0,0,0,1,0,0,0,0,0
378_2_2,0,0,0,0,1,0,0,0,0,0
278_5_1,0,0,0,0,0,1,0,0,0,0
775_9_2,0,0,0,0,1,0,0,0,0,0
266_4_1,0,0,1,0,0,0,0,0,0,0
736_7_1,0,0,0,0,0,0,0,1,0,0
532_3_1,0,0,0,0,1,0,0,0,0,0
11_6_1,0,0,0,1,0,0,0,0,0,0
438_9_4,0,0,0,0,0,1,0,0,0,0
235_6_1,0,0,0,1,0,0,0,0,0,0
658_4_1,1,0,0,0,0,0,0,0,0,0
331_3_1,0,0,0,0,1,0,0,0,0,0
713_10_1,0,0,0,0,0,1,0,0,0,0
793_6_2,0,0,0,0,0,0,1,0,0,0
62_7_2,0,0,0,0,1,0,0,0,0,0
460_4_1,0,0,0,0,0,1,0,0,0,0
316_8_1,0,0,0,0,1,0,0,0,0,0
481_3_2,0,0,0,0,0,0,0,1,0,0
353_4_1,0,0,0,1,0,0,0,0,0,0
429_7_1,0,0,0,0,0,1,0,0,0,0
159_7_1,0,0,0,1,0,0,0,0,0,0
608_1_1,0,0,1,0,0,0,0,0,0,0
426_1_1,0,0,0,0,0,1,0,0,0,0
459_5_1,0,0,0,0,0,0,0,1,0,0
689_6_1,0,0,1,0,0,0,0,0,0,0
78_3_1,0,0,0,1,0,0,0,0,0,0
792_2_2,0,0,0,0,1,0,0,0,0,0
498_6_1,0,0,0,1,0,0,0,0,0,0
461_2_1,0,0,1,0,0,0,0,0,0,0
565_1_1,0,0,0,1,0,0,0,0,0,0
646_2_2,0,0,1,0,0,0,0,0,0,0
793_2_2,0,0,0,0,0,0,1,0,0,0
177_10_1,0,0,0,0,0,1,0,0,0,0
276_3_1,0,0,0,1,0,0,0,0,0,0
657_6_1,1,0,0,0,0,0,0,0,0,0
622_3_1,0,0,0,0,0,0,1,0,0,0
109_7_1,0,0,0,0,0,1,0,0,0,0
295_8_1,0,0,0,1,0,0,0,0,0,0
251_8_1,0,1,0,0,0,0,0,0,0,0
365_7_2,0,0,0,0,1,0,0,0,0,0
576_9_2,0,0,1,0,0,0,0,0,0,0
45_7_1,0,0,0,1,0,0,0,0,0,0
146_4_1,0,0,0,0,0,0,1,0,0,0
633_5_1,0,0,1,0,0,0,0,0,0,0
348_7_1,0,0,0,0,1,0,0,0,0,0
806_9_1,0,0,0,1,0,0,0,0,0,0
524_2_1,0,0,1,0,0,0,0,0,0,0
418_2_1,0,0,1,0,0,0,0,0,0,0
823_2_1,0,0,1,0,0,0,0,0,0,0
237_3_2,0,0,0,1,0,0,0,0,0,0
73_4_1,0,0,0,1,0,0,0,0,0,0
464_5_1,0,0,0,0,1,0,0,0,0,0
405_7_1,0,0,0,0,0,1,0,0,0,0
212_4_1,0,0,0,0,1,0,0,0,0,0
108_9_1,0,0,1,0,0,0,0,0,0,0
564_2_1,0,0,0,0,0,1,0,0,0,0
511_2_1,0,0,0,0,0,1,0,0,0,0
298_6_1,0,0,0,0,1,0,0,0,0,0
298_4_1,0,0,0,0,1,0,0,0,0,0
587_4_1,0,0,0,0,0,1,0,0,0,0
763_3_1,0,0,0,0,0,1,0,0,0,0
688_8_2,0,0,0,0,0,0,1,0,0,0
140_5_1,0,0,0,0,0,1,0,0,0,0
193_8_1,0,0,1,0,0,0,0,0,0,0
569_6_1,0,0,1,0,0,0,0,0,0,0
720_9_1,0,0,0,0,0,0,0,1,0,0
767_4_2,0,0,0,0,1,0,0,0,0,0
407_3_2,0,0,0,1,0,0,0,0,0,0
562_3_1,0,0,0,1,0,0,0,0,0,0
666_1_1,0,1,0,0,0,0,0,0,0,0
608_10_1,0,1,0,0,0,0,0,0,0,0
613_7_3,0,0,1,0,0,0,0,0,0,0
542_3_2,0,0,0,0,0,0,1,0,0,0
313_7_1,0,0,0,1,0,0,0,0,0,0
798_4_2,0,0,0,0,1,0,0,0,0,0
528_3_1,0,0,0,0,1,0,0,0,0,0
738_7_1,0,0,1,0,0,0,0,0,0,0
739_7_1,0,0,1,0,0,0,0,0,0,0
821_6_1,0,0,0,0,0,0,0,1,0,0
375_3_4,0,0,0,0,0,1,0,0,0,0
627_12_1,0,1,0,0,0,0,0,0,0,0
795_6_1,0,0,0,0,1,0,0,0,0,0
380_10_1,0,0,0,0,1,0,0,0,0,0
463_6_1,0,0,1,0,0,0,0,0,0,0
619_12_1,0,0,0,0,1,0,0,0,0,0
553_4_1,0,0,0,0,0,1,0,0,0,0
800_4_1,0,0,1,0,0,0,0,0,0,0
257_9_1,0,0,1,0,0,0,0,0,0,0
223_1_1,0,0,0,0,1,0,0,0,0,0
505_6_1,0,0,0,1,0,0,0,0,0,0
318_2_1,0,0,0,1,0,0,0,0,0,0
667_7_1,0,1,0,0,0,0,0,0,0,0
416_2_1,0,0,0,0,0,1,0,0,0,0
200_1_1,0,0,0,0,0,0,0,1,0,0
216_4_1,0,0,0,1,0,0,0,0,0,0
778_7_1,0,0,0,0,0,0,0,0,1,0
327_7_1,0,0,1,0,0,0,0,0,0,0
566_4_1,0,0,0,0,0,0,0,1,0,0
62_3_1,0,0,0,0,0,0,1,0,0,0
701_3_1,0,0,0,0,0,1,0,0,0,0
126_8_2,0,0,0,1,0,0,0,0,0,0
486_7_2,0,0,1,0,0,0,0,0,0,0
314_1_1,0,0,0,0,1,0,0,0,0,0
524_8_1,0,0,0,0,1,0,0,0,0,0
290_6_1,1,0,0,0,0,0,0,0,0,0
320_6_1,0,0,0,0,0,0,1,0,0,0
178_2_2,0,0,0,0,0,0,1,0,0,0
4_2_1,0,0,0,1,0,0,0,0,0,0
302_4_1,0,0,0,1,0,0,0,0,0,0
140_2_2,0,0,0,0,1,0,0,0,0,0
834_5_1,0,0,0,0,1,0,0,0,0,0
195_1_2,0,0,1,0,0,0,0,0,0,0
776_4_4,0,0,0,0,0,1,0,0,0,0
730_4_2,0,0,0,0,0,0,0,1,0,0
369_10_1,0,1,0,0,0,0,0,0,0,0
55_2_1,0,0,0,0,0,0,1,0,0,0
454_6_1,0,0,0,0,1,0,0,0,0,0
333_1_1,0,0,1,0,0,0,0,0,0,0
520_3_1,0,0,0,0,1,0,0,0,0,0
564_8_1,0,0,0,0,0,0,1,0,0,0
496_3_1,0,0,0,0,0,1,0,0,0,0
579_3_1,1,0,0,0,0,0,0,0,0,0
787_7_1,0,0,0,0,0,1,0,0,0,0
619_2_1,0,0,0,0,0,1,0,0,0,0
467_8_4,0,0,0,0,1,0,0,0,0,0
315_8_1,0,0,0,0,1,0,0,0,0,0
802_4_2,0,0,0,0,0,1,0,0,0,0
138_9_1,0,0,0,0,1,0,0,0,0,0
380_6_1,0,0,0,0,0,1,0,0,0,0
468_7_1,0,1,0,0,0,0,0,0,0,0
500_6_1,0,0,0,0,1,0,0,0,0,0
618_6_1,0,0,1,0,0,0,0,0,0,0
578_8_1,0,0,0,0,0,1,0,0,0,0
25_3_1,0,0,0,1,0,0,0,0,0,0
77_9_1,0,0,0,1,0,0,0,0,0,0
81_4_1,0,0,0,1,0,0,0,0,0,0
659_3_1,0,1,0,0,0,0,0,0,0,0
381_1_1,0,1,0,0,0,0,0,0,0,0
348_2_1,0,0,0,1,0,0,0,0,0,0
801_1_1,0,0,0,0,1,0,0,0,0,0
379_1_1,0,1,0,0,0,0,0,0,0,0
42_3_1,0,0,1,0,0,0,0,0,0,0
277_1_1,0,0,0,1,0,0,0,0,0,0
782_10_1,0,0,0,1,0,0,0,0,0,0
481_8_1,0,0,0,0,0,0,0,0,1,0
334_8_1,0,0,0,0,0,0,1,0,0,0
510_8_1,0,0,0,1,0,0,0,0,0,0
61_4_1,0,0,0,0,1,0,0,0,0,0
303_7_1,0,0,1,0,0,0,0,0,0,0
326_5_1,0,1,0,0,0,0,0,0,0,0
90_9_1,0,0,0,1,0,0,0,0,0,0
385_11_1,0,0,1,0,0,0,0,0,0,0
258_8_1,0,1,0,0,0,0,0,0,0,0
351_5_1,0,0,1,0,0,0,0,0,0,0
321_8_1,0,0,0,1,0,0,0,0,0,0
556_4_1,0,0,0,0,0,1,0,0,0,0
5_1_1,0,0,0,0,1,0,0,0,0,0
84_1_1,0,0,0,0,1,0,0,0,0,0
656_3_1,0,0,1,0,0,0,0,0,0,0
718_4_1,0,1,0,0,0,0,0,0,0,0
181_6_2,0,0,1,0,0,0,0,0,0,0
375_1_2,0,0,1,0,0,0,0,0,0,0
350_2_1,0,0,1,0,0,0,0,0,0,0
372_7_1,0,0,1,0,0,0,0,0,0,0
813_7_2,0,0,1,0,0,0,0,0,0,0
214_3_1,0,0,0,0,1,0,0,0,0,0
834_1_1,0,0,0,0,0,1,0,0,0,0
811_7_1,0,0,1,0,0,0,0,0,0,0
812_5_2,0,1,0,0,0,0,0,0,0,0
452_2_2,0,0,1,0,0,0,0,0,0,0
742_1_1,0,0,0,1,0,0,0,0,0,0
15_10_4,0,0,1,0,0,0,0,0,0,0
285_8_1,0,0,0,0,0,0,1,0,0,0
176_2_2,1,0,0,0,0,0,0,0,0,0
93_5_1,0,0,0,0,0,0,0,1,0,0
308_2_1,1,0,0,0,0,0,0,0,0,0
22_3_1,1,0,0,0,0,0,0,0,0,0
68_6_1,0,0,0,1,0,0,0,0,0,0
557_7_1,0,0,0,0,1,0,0,0,0,0
771_3_2,0,0,0,0,0,1,0,0,0,0
639_4_2,0,0,0,0,1,0,0,0,0,0
384_7_2,0,0,1,0,0,0,0,0,0,0
423_7_1,0,0,0,1,0,0,0,0,0,0
85_3_1,0,0,0,0,1,0,0,0,0,0
453_1_1,0,0,0,1,0,0,0,0,0,0
367_1_1,0,1,0,0,0,0,0,0,0,0
227_9_1,0,1,0,0,0,0,0,0,0,0
398_9_1,0,0,0,0,1,0,0,0,0,0
263_7_1,0,0,0,0,0,1,0,0,0,0
611_1_1,0,0,0,1,0,0,0,0,0,0
827_4_1,0,0,0,1,0,0,0,0,0,0
702_10_2,0,0,0,0,0,0,1,0,0,0
263_8_1,0,0,0,0,0,0,1,0,0,0
757_1_1,0,0,0,0,0,0,0,1,0,0
436_8_1,0,0,1,0,0,0,0,0,0,0
194_5_1,1,0,0,0,0,0,0,0,0,0
525_4_1,0,0,0,0,0,1,0,0,0,0
622_9_1,0,0,0,0,0,1,0,0,0,0
45_5_1,0,1,0,0,0,0,0,0,0,0
409_10_1,0,1,0,0,0,0,0,0,0,0
420_12_1,0,0,0,1,0,0,0,0,0,0
577_2_1,0,0,0,1,0,0,0,0,0,0
318_1_1,0,0,0,1,0,0,0,0,0,0
789_3_1,0,0,1,0,0,0,0,0,0,0
594_4_3,0,0,0,0,0,0,0,1,0,0
297_8_2,0,0,0,0,1,0,0,0,0,0
132_5_2,0,0,0,1,0,0,0,0,0,0
291_3_1,0,0,0,0,1,0,0,0,0,0
531_10_1,0,0,0,0,0,1,0,0,0,0
537_1_1,0,0,0,0,0,1,0,0,0,0
219_8_1,0,0,0,0,1,0,0,0,0,0
580_5_1,1,0,0,0,0,0,0,0,0,0
222_5_1,0,0,0,0,0,0,1,0,0,0
150_8_1,0,0,0,0,0,1,0,0,0,0
235_7_1,0,0,1,0,0,0,0,0,0,0
334_6_1,0,0,0,0,0,1,0,0,0,0
253_3_1,0,0,0,1,0,0,0,0,0,0
251_7_1,0,1,0,0,0,0,0,0,0,0
676_7_2,0,0,0,0,0,0,1,0,0,0
186_3_2,0,1,0,0,0,0,0,0,0,0
42_1_1,0,0,1,0,0,0,0,0,0,0
82_1_1,0,0,0,0,0,1,0,0,0,0
381_7_1,0,0,0,1,0,0,0,0,0,0
141_5_1,0,0,0,1,0,0,0,0,0,0
432_9_1,0,0,0,0,1,0,0,0,0,0
349_6_1,0,0,0,1,0,0,0,0,0,0
459_4_1,0,0,0,0,0,0,1,0,0,0
809_8_1,0,0,0,1,0,0,0,0,0,0
442_2_1,0,0,0,0,1,0,0,0,0,0
435_8_1,0,0,0,1,0,0,0,0,0,0
698_3_2,0,0,0,0,1,0,0,0,0,0
158_4_1,0,0,0,1,0,0,0,0,0,0
471_1_1,0,0,0,0,0,1,0,0,0,0
694_9_1,0,0,0,0,1,0,0,0,0,0
678_5_1,0,0,0,1,0,0,0,0,0,0
190_9_1,0,0,0,1,0,0,0,0,0,0
173_3_2,0,0,0,0,0,1,0,0,0,0
609_1_1,0,0,0,0,1,0,0,0,0,0
128_9_2,0,0,0,0,1,0,0,0,0,0
624_3_1,0,0,0,0,0,1,0,0,0,0
365_8_2,0,0,0,1,0,0,0,0,0,0
447_1_2,0,0,0,0,0,0,0,0,1,0
806_3_1,0,1,0,0,0,0,0,0,0,0
758_9_2,0,0,0,0,0,1,0,0,0,0
115_1_1,0,0,0,0,1,0,0,0,0,0
358_3_1,0,0,0,0,1,0,0,0,0,0
566_2_1,0,0,0,0,1,0,0,0,0,0
210_4_1,0,0,0,0,0,1,0,0,0,0
219_3_1,0,0,1,0,0,0,0,0,0,0
547_9_2,0,0,1,0,0,0,0,0,0,0
218_1_1,0,0,1,0,0,0,0,0,0,0
204_9_1,0,0,0,0,0,0,1,0,0,0
640_11_2,0,0,0,0,0,0,0,1,0,0
54_9_1,0,0,1,0,0,0,0,0,0,0
227_1_1,0,0,1,0,0,0,0,0,0,0
529_9_1,0,0,0,0,0,1,0,0,0,0
779_9_1,0,0,0,0,0,0,1,0,0,0
519_5_1,0,0,0,0,0,1,0,0,0,0
30_3_1,0,0,0,0,0,0,0,1,0,0
745_5_1,0,1,0,0,0,0,0,0,0,0
278_9_1,0,0,0,0,0,1,0,0,0,0
502_6_2,0,0,0,0,1,0,0,0,0,0
665_8_1,0,1,0,0,0,0,0,0,0,0
531_3_1,0,0,1,0,0,0,0,0,0,0
743_12_3,0,1,0,0,0,0,0,0,0,0
244_5_1,0,0,0,0,0,0,1,0,0,0
637_8_2,0,0,0,0,0,0,1,0,0,0
740_2_4,0,0,1,0,0,0,0,0,0,0
513_5_1,0,0,0,0,0,0,1,0,0,0
763_6_2,0,0,0,0,0,0,1,0,0,0
250_7_1,0,0,0,0,1,0,0,0,0,0
335_1_1,0,0,0,0,1,0,0,0,0,0
491_4_1,0,0,0,0,0,0,1,0,0,0
279_2_1,0,0,0,1,0,0,0,0,0,0
139_3_1,0,0,0,0,1,0,0,0,0,0
687_8_2,0,0,0,0,0,1,0,0,0,0
103_3_1,0,0,0,1,0,0,0,0,0,0
388_8_1,0,0,1,0,0,0,0,0,0,0
568_8_1,0,0,0,0,1,0,0,0,0,0
568_3_1,0,0,0,0,0,1,0,0,0,0
606_2_1,0,0,1,0,0,0,0,0,0,0
213_2_1,0,1,0,0,0,0,0,0,0,0
396_6_1,0,0,1,0,0,0,0,0,0,0
18_1_1,0,1,0,0,0,0,0,0,0,0
500_8_1,0,0,0,1,0,0,0,0,0,0
715_4_2,0,0,0,0,0,1,0,0,0,0
453_10_1,0,0,1,0,0,0,0,0,0,0
739_1_1,0,0,0,1,0,0,0,0,0,0
148_5_1,0,0,0,1,0,0,0,0,0,0
707_1_2,0,0,1,0,0,0,0,0,0,0
112_1_1,0,0,0,0,0,0,0,0,0,1
374_5_1,0,0,0,1,0,0,0,0,0,0
808_2_1,0,0,0,0,0,0,1,0,0,0
305_10_1,0,0,0,1,0,0,0,0,0,0
490_5_2,0,0,0,0,0,0,1,0,0,0
449_9_2,0,0,0,0,0,0,0,1,0,0
103_2_1,0,0,1,0,0,0,0,0,0,0
139_9_1,0,0,0,0,0,1,0,0,0,0
520_5_1,0,0,0,0,0,1,0,0,0,0
293_8_1,0,1,0,0,0,0,0,0,0,0
615_2_1,0,0,0,0,1,0,0,0,0,0
546_9_1,0,0,1,0,0,0,0,0,0,0
159_1_1,0,0,0,0,0,1,0,0,0,0
124_8_1,0,0,0,0,1,0,0,0,0,0
500_3_1,0,0,1,0,0,0,0,0,0,0
218_4_1,0,0,1,0,0,0,0,0,0,0
599_7_1,0,0,0,0,0,0,1,0,0,0
714_5_3,0,0,0,0,1,0,0,0,0,0
45_2_1,0,0,0,1,0,0,0,0,0,0
635_12_1,0,0,1,0,0,0,0,0,0,0
384_4_1,0,1,0,0,0,0,0,0,0,0
727_2_1,0,0,1,0,0,0,0,0,0,0
187_2_1,0,0,1,0,0,0,0,0,0,0
583_1_3,0,0,0,0,0,1,0,0,0,0
558_2_1,0,0,0,0,1,0,0,0,0,0
154_5_1,0,0,0,1,0,0,0,0,0,0
663_3_1,1,0,0,0,0,0,0,0,0,0
834_3_1,0,0,0,0,0,1,0,0,0,0
731_6_1,0,0,0,0,0,0,0,0,1,0
828_4_2,0,0,0,0,0,1,0,0,0,0
618_10_1,0,0,1,0,0,0,0,0,0,0
827_2_1,0,0,1,0,0,0,0,0,0,0
7_6_1,0,0,0,1,0,0,0,0,0,0
483_3_1,0,0,0,0,0,0,0,1,0,0
427_4_1,0,0,0,1,0,0,0,0,0,0
20_9_1,0,0,1,0,0,0,0,0,0,0
569_10_1,0,0,0,0,0,0,0,1,0,0
199_6_1,0,0,0,0,0,1,0,0,0,0
199_8_1,0,0,0,0,1,0,0,0,0,0
185_8_1,1,0,0,0,0,0,0,0,0,0
184_7_1,0,0,1,0,0,0,0,0,0,0
475_2_1,0,0,1,0,0,0,0,0,0,0
807_3_1,0,0,1,0,0,0,0,0,0,0
393_11_1,1,0,0,0,0,0,0,0,0,0
260_12_1,0,0,0,1,0,0,0,0,0,0
817_2_2,0,0,0,0,1,0,0,0,0,0
668_5_1,0,0,1,0,0,0,0,0,0,0
822_9_1,0,0,0,0,0,1,0,0,0,0
405_1_1,0,0,0,0,0,0,0,1,0,0
354_9_1,0,0,0,1,0,0,0,0,0,0
55_5_1,0,0,0,1,0,0,0,0,0,0
768_5_1,1,0,0,0,0,0,0,0,0,0
371_2_1,0,0,0,0,0,1,0,0,0,0
667_6_1,0,1,0,0,0,0,0,0,0,0
199_7_1,0,1,0,0,0,0,0,0,0,0
348_6_1,0,0,0,1,0,0,0,0,0,0
614_1_2,0,1,0,0,0,0,0,0,0,0
199_9_1,0,0,0,1,0,0,0,0,0,0
502_7_1,0,0,1,0,0,0,0,0,0,0
122_13_2,0,1,0,0,0,0,0,0,0,0
155_7_2,0,0,0,1,0,0,0,0,0,0
370_1_1,0,0,0,0,0,1,0,0,0,0
293_12_1,0,1,0,0,0,0,0,0,0,0
386_4_1,0,0,1,0,0,0,0,0,0,0
816_5_1,0,0,0,0,0,0,1,0,0,0
541_2_1,0,0,0,0,1,0,0,0,0,0
712_2_3,0,0,0,0,1,0,0,0,0,0
280_1_1,0,0,0,0,0,0,0,1,0,0
418_8_1,0,1,0,0,0,0,0,0,0,0
188_2_1,0,0,0,1,0,0,0,0,0,0
57_2_1,0,0,0,0,1,0,0,0,0,0
297_3_1,0,0,0,0,0,0,1,0,0,0
644_2_1,0,0,0,0,0,1,0,0,0,0
303_9_1,0,0,0,0,1,0,0,0,0,0
748_5_2,0,0,0,0,1,0,0,0,0,0
734_4_1,0,0,0,0,0,0,0,1,0,0
464_2_1,0,0,0,0,1,0,0,0,0,0
194_8_3,0,1,0,0,0,0,0,0,0,0
739_3_1,0,0,1,0,0,0,0,0,0,0
144_5_2,0,0,0,0,0,0,1,0,0,0
545_5_1,0,0,0,0,1,0,0,0,0,0
262_7_1,1,0,0,0,0,0,0,0,0,0
165_2_1,1,0,0,0,0,0,0,0,0,0
253_1_1,0,0,1,0,0,0,0,0,0,0
505_3_1,0,0,1,0,0,0,0,0,0,0
784_3_1,0,0,0,0,1,0,0,0,0,0
532_9_1,0,0,0,0,1,0,0,0,0,0
173_6_2,0,0,0,0,0,0,1,0,0,0
711_6_1,0,0,0,0,1,0,0,0,0,0
52_6_1,0,0,0,0,0,1,0,0,0,0
118_8_2,0,0,1,0,0,0,0,0,0,0
101_2_1,0,0,0,0,0,0,1,0,0,0
344_10_1,0,0,0,0,1,0,0,0,0,0
608_9_1,0,1,0,0,0,0,0,0,0,0
673_1_2,0,0,0,1,0,0,0,0,0,0
33_1_1,0,0,0,0,1,0,0,0,0,0
818_6_2,0,0,0,0,0,1,0,0,0,0
280_5_1,0,0,0,0,0,0,0,1,0,0
81_8_1,0,0,0,1,0,0,0,0,0,0
221_8_2,1,0,0,0,0,0,0,0,0,0
571_1_1,0,0,0,0,1,0,0,0,0,0
620_3_1,0,0,0,0,0,1,0,0,0,0
774_5_2,0,0,0,0,0,0,1,0,0,0
462_6_1,0,1,0,0,0,0,0,0,0,0
415_8_1,0,0,0,0,1,0,0,0,0,0
4_1_1,0,0,0,0,1,0,0,0,0,0
137_2_1,0,0,0,0,0,1,0,0,0,0
746_5_1,0,0,0,1,0,0,0,0,0,0
337_12_2,0,0,0,0,0,1,0,0,0,0
410_11_1,0,0,0,1,0,0,0,0,0,0
15_2_1,0,0,1,0,0,0,0,0,0,0
356_3_1,0,0,1,0,0,0,0,0,0,0
290_1_1,0,0,1,0,0,0,0,0,0,0
722_6_2,0,0,0,0,0,1,0,0,0,0
8_1_2,0,0,0,1,0,0,0,0,0,0
164_6_1,0,1,0,0,0,0,0,0,0,0
87_8_1,0,0,0,1,0,0,0,0,0,0
607_2_1,0,0,1,0,0,0,0,0,0,0
154_4_2,0,0,1,0,0,0,0,0,0,0
251_1_2,0,0,1,0,0,0,0,0,0,0
35_5_1,0,0,0,1,0,0,0,0,0,0
671_7_1,0,0,0,1,0,0,0,0,0,0
451_8_1,0,0,1,0,0,0,0,0,0,0
230_3_1,0,0,0,0,1,0,0,0,0,0
660_9_1,1,0,0,0,0,0,0,0,0,0
86_3_1,0,0,0,0,0,1,0,0,0,0
686_3_1,0,0,0,0,0,0,1,0,0,0
603_2_1,0,0,1,0,0,0,0,0,0,0
445_4_1,0,0,0,0,0,1,0,0,0,0
143_2_1,0,0,0,1,0,0,0,0,0,0
347_1_1,0,0,0,1,0,0,0,0,0,0
557_4_1,0,0,0,1,0,0,0,0,0,0
747_1_1,0,0,0,1,0,0,0,0,0,0
466_4_1,0,0,0,1,0,0,0,0,0,0
130_7_2,0,0,0,0,0,0,1,0,0,0
648_10_2,0,0,0,0,0,0,0,1,0,0
671_9_1,0,0,1,0,0,0,0,0,0,0
169_6_1,0,0,0,0,0,1,0,0,0,0
588_10_1,1,0,0,0,0,0,0,0,0,0
616_3_1,0,0,0,0,0,0,1,0,0,0
349_2_1,0,0,0,1,0,0,0,0,0,0
436_6_1,0,0,0,1,0,0,0,0,0,0
299_2_1,0,0,0,0,0,0,1,0,0,0
374_6_2,0,0,0,1,0,0,0,0,0,0
15_7_4,0,0,0,1,0,0,0,0,0,0
725_3_1,0,0,0,0,1,0,0,0,0,0
830_9_1,0,0,0,0,1,0,0,0,0,0
391_1_1,0,1,0,0,0,0,0,0,0,0
631_8_1,0,0,1,0,0,0,0,0,0,0
406_11_4,0,0,0,0,0,0,1,0,0,0
503_3_1,0,0,0,1,0,0,0,0,0,0
353_5_1,0,1,0,0,0,0,0,0,0,0
449_4_2,0,0,0,0,0,0,0,1,0,0
709_1_2,0,0,0,0,0,1,0,0,0,0
694_2_1,0,0,0,0,0,0,1,0,0,0
685_11_2,0,0,0,0,0,1,0,0,0,0
11_2_2,0,0,0,1,0,0,0,0,0,0
378_9_2,0,0,0,0,0,0,0,1,0,0
247_10_1,0,0,0,0,0,0,1,0,0,0
215_4_1,0,0,0,1,0,0,0,0,0,0
816_8_2,0,0,0,0,0,1,0,0,0,0
627_4_2,0,0,1,0,0,0,0,0,0,0
596_2_1,0,0,0,0,0,0,0,1,0,0
674_8_1,0,0,0,1,0,0,0,0,0,0
244_3_1,0,0,0,1,0,0,0,0,0,0
537_6_1,0,0,0,0,0,0,0,1,0,0
458_8_2,0,0,0,0,1,0,0,0,0,0
584_7_1,0,0,0,0,0,0,0,0,1,0
202_4_1,0,0,0,1,0,0,0,0,0,0
620_2_1,0,0,0,0,1,0,0,0,0,0
449_1_1,0,0,0,0,0,0,1,0,0,0
384_12_1,0,0,1,0,0,0,0,0,0,0
501_5_1,0,0,0,0,1,0,0,0,0,0
815_3_2,0,0,0,0,0,1,0,0,0,0
815_9_2,0,0,0,1,0,0,0,0,0,0
815_7_2,0,0,0,0,0,1,0,0,0,0
577_4_2,0,0,0,1,0,0,0,0,0,0
84_2_1,0,0,0,0,0,1,0,0,0,0
275_4_1,0,0,0,1,0,0,0,0,0,0
728_10_1,0,0,0,0,1,0,0,0,0,0
709_6_1,0,0,0,0,1,0,0,0,0,0
128_2_1,0,0,0,0,0,0,1,0,0,0
70_6_1,0,0,1,0,0,0,0,0,0,0
548_11_1,0,0,0,0,1,0,0,0,0,0
718_2_2,0,0,0,0,1,0,0,0,0,0
151_9_1,0,0,0,0,0,0,0,1,0,0
470_3_1,0,0,1,0,0,0,0,0,0,0
777_10_2,0,0,1,0,0,0,0,0,0,0
189_7_1,0,0,0,0,0,1,0,0,0,0
414_8_1,0,0,0,0,0,0,1,0,0,0
542_1_1,0,0,0,0,0,0,0,1,0,0
567_7_1,0,0,0,0,0,0,1,0,0,0
567_9_1,0,0,0,0,0,0,0,0,0,1
34_3_1,0,1,0,0,0,0,0,0,0,0
467_11_1,0,0,1,0,0,0,0,0,0,0
143_7_1,0,0,0,0,1,0,0,0,0,0
396_4_1,0,1,0,0,0,0,0,0,0,0
265_1_1,0,0,0,0,0,1,0,0,0,0
457_1_1,0,0,0,0,0,0,1,0,0,0
239_7_1,0,0,0,1,0,0,0,0,0,0
